step,mic0,mic1,mic2,mic3,
0,1,1,1,1,
1,1,1,1,1,
2,1,1,1,1,
3,1,1,1,1,
4,1,1,1,1,
5,1,0,1,0,
6,0,0,0,0,
7,0,0,1,0,
8,0,0,0,0,
9,1,1,1,1,
10,1,0,0,1,
11,1,1,1,1,
12,1,1,1,1,
13,1,1,1,1,
14,0,1,1,1,
15,0,1,0,1,
16,1,1,1,1,
17,1,1,1,0,
18,1,1,1,0,
19,1,1,1,1,
20,1,1,1,0,
21,1,0,1,0,
22,0,0,0,0,
23,0,0,0,0,
24,0,0,1,1,
25,1,1,1,1,
26,0,0,1,1,
27,0,0,0,0,
28,0,1,0,1,
29,0,1,1,0,
30,0,1,0,0,
31,0,0,0,0,
32,1,1,0,0,
33,0,0,0,0,
34,0,0,0,1,
35,1,2,2,1,
36,1,1,1,1,
37,0,0,1,0,
38,0,0,1,1,
39,1,1,1,1,
40,0,0,0,0,
41,1,1,1,0,
42,1,1,1,1,
43,0,0,1,0,
44,112,154,119,107,
45,115,154,122,112,
46,118,162,127,111,
47,117,164,129,109,
48,121,166,133,114,
49,119,164,131,112,
50,120,165,132,115,
51,119,164,130,113,
52,116,162,130,112,
53,115,162,130,111,
54,115,162,130,112,
55,115,162,130,111,
56,115,162,128,109,
57,116,164,130,110,
58,116,164,129,109,
59,115,162,128,109,
60,115,163,129,109,
61,118,163,129,110,
62,116,163,130,110,
63,115,162,128,108,
64,115,163,129,109,
65,115,163,128,109,
66,115,163,129,109,
67,114,162,128,108,
68,115,162,128,108,
69,115,162,128,108,
70,115,162,127,108,
71,114,162,128,108,
72,114,162,127,107,
73,114,162,128,108,
74,115,163,128,109,
75,118,168,131,111,
76,119,168,133,113,
77,119,169,133,112,
78,116,165,131,110,
79,116,163,129,110,
80,116,163,129,109,
81,116,164,128,110,
82,115,162,128,108,
83,115,164,129,109,
84,115,163,129,109,
85,115,163,128,109,
86,116,164,130,109,
87,117,165,132,110,
88,116,164,129,109,
89,117,166,132,110,
90,117,165,130,109,
91,116,163,129,109,
92,116,164,129,108,
93,10,14,16,16,
94,11,13,18,15,
95,5,8,11,8,
96,3,6,8,6,
97,8,8,6,7,
98,5,5,4,6,
99,6,6,4,6,
100,4,3,3,5,
101,3,2,3,5,
102,3,2,3,3,
103,3,2,3,4,
104,2,2,1,2,
105,2,2,2,2,
106,1,1,1,1,
107,1,1,1,1,
108,1,1,1,1,
109,1,1,1,1,
110,1,1,1,1,
111,0,1,1,1,
112,1,1,1,1,
113,1,1,0,0,
114,0,0,0,1,
115,0,1,1,0,
116,0,1,0,0,
117,2,1,1,1,
118,1,1,1,1,
119,1,1,1,1,
120,1,1,1,1,
121,0,0,1,0,
122,1,1,1,1,
123,1,2,1,1,
124,1,1,1,1,
125,1,1,1,1,
126,2,2,1,1,
127,0,1,0,0,
128,2,2,2,1,
129,0,1,0,0,
130,0,0,0,0,
131,0,0,0,0,
132,0,1,0,0,
133,0,0,1,0,
134,0,0,0,0,
135,1,1,1,1,
136,0,1,1,1,
137,0,1,0,0,
138,0,0,0,0,
139,1,1,1,1,
140,1,1,1,1,
141,1,1,2,1,
142,1,1,1,0,
143,1,0,0,1,
144,0,0,1,1,
145,0,0,0,0,
146,1,1,1,1,
147,1,1,1,1,
148,1,1,1,1,
149,0,0,0,0,
150,1,1,1,1,
151,0,0,1,1,
152,0,1,0,1,
153,1,1,1,1,
154,0,1,1,1,
155,0,0,1,0,
156,1,1,1,1,
157,1,1,1,1,
158,1,1,1,1,
159,1,2,1,2,
160,2,2,2,2,
161,2,1,2,1,
162,1,1,1,1,
163,2,2,2,2,
164,1,2,1,1,
165,1,1,1,2,
166,1,2,2,2,
167,1,2,1,1,
168,1,0,1,1,
169,0,1,1,1,
170,1,1,1,1,
171,1,1,1,1,
172,0,1,0,0,
173,1,1,1,1,
174,0,1,0,0,
175,0,0,0,0,
176,1,1,1,1,
177,0,0,1,0,
178,0,0,1,1,
179,1,1,2,1,
180,2,2,3,2,
181,1,1,1,2,
182,1,1,1,1,
183,1,0,1,1,
184,1,1,1,1,
185,0,0,0,1,
186,0,0,0,0,
187,1,1,0,0,
188,1,1,1,0,
189,1,1,0,1,
190,1,1,1,1,
191,0,1,1,0,
192,0,1,1,0,
193,0,1,1,0,
194,1,1,1,1,
195,1,1,1,1,
196,1,1,1,1,
197,1,2,1,1,
198,1,2,2,2,
199,2,3,2,2,
