step,mic0,mic1,mic2,mic3,
0,0,0,0,0,
1,1,1,0,1,
2,0,1,0,0,
3,0,1,0,0,
4,0,0,0,0,
5,0,0,1,1,
6,1,0,1,1,
7,0,0,0,1,
8,0,1,0,0,
9,1,1,1,1,
10,0,0,0,0,
11,1,2,1,1,
12,1,0,0,1,
13,0,0,1,1,
14,0,0,0,0,
15,1,0,0,1,
16,1,1,1,1,
17,1,1,1,1,
18,0,0,0,0,
19,2,3,2,2,
20,0,0,1,0,
21,1,0,1,1,
22,0,1,0,1,
23,1,1,2,1,
24,1,1,0,1,
25,0,0,1,0,
26,1,0,1,1,
27,0,0,1,1,
28,0,0,0,0,
29,0,1,0,0,
30,0,1,0,0,
31,0,0,1,0,
32,0,1,1,1,
33,0,1,1,1,
34,1,0,0,1,
35,0,0,1,0,
36,1,1,1,1,
37,0,0,0,0,
38,1,2,1,1,
39,1,1,1,1,
40,0,1,1,1,
41,1,1,1,1,
42,0,0,0,0,
43,110,167,134,102,
44,108,156,133,106,
45,115,157,133,114,
46,117,159,134,116,
47,120,160,135,117,
48,120,161,134,115,
49,119,158,132,114,
50,121,161,133,115,
51,120,161,133,114,
52,120,160,132,115,
53,120,160,132,116,
54,121,160,133,117,
55,120,159,133,117,
56,121,159,133,117,
57,120,159,132,116,
58,120,159,132,116,
59,120,160,132,116,
60,120,159,132,116,
61,121,160,133,116,
62,121,161,133,117,
63,121,160,133,116,
64,121,160,134,116,
65,121,160,133,116,
66,120,159,133,116,
67,120,161,133,117,
68,120,160,133,117,
69,120,159,132,116,
70,120,159,133,116,
71,121,159,132,117,
72,120,158,132,116,
73,121,160,133,117,
74,121,160,133,116,
75,120,159,132,116,
76,120,159,132,116,
77,120,159,132,115,
78,120,159,133,115,
79,120,159,133,116,
80,120,159,132,116,
81,120,159,132,115,
82,120,159,133,116,
83,120,159,132,116,
84,120,160,133,116,
85,120,160,133,116,
86,121,161,133,117,
87,120,160,133,117,
88,120,160,133,116,
89,120,160,133,116,
90,120,160,133,117,
91,121,160,133,117,
92,121,161,134,117,
93,18,16,13,20,
94,13,13,5,10,
95,7,5,6,6,
96,4,3,4,5,
97,2,2,6,2,
98,2,1,2,3,
99,2,2,2,3,
100,2,2,1,2,
101,2,2,1,2,
102,1,0,1,1,
103,1,2,3,2,
104,0,1,2,1,
105,1,1,1,1,
106,0,1,1,1,
107,1,1,1,0,
108,1,1,1,1,
109,1,1,1,1,
110,1,1,1,1,
111,1,1,1,1,
112,1,2,2,2,
113,1,1,1,1,
114,0,0,1,1,
115,0,1,0,1,
116,1,1,1,1,
117,3,3,3,3,
118,3,2,2,3,
119,2,2,2,1,
120,3,4,4,3,
121,2,3,3,2,
122,2,2,3,2,
123,1,2,1,2,
124,1,1,1,1,
125,1,1,1,1,
126,1,1,1,1,
127,1,1,1,1,
128,0,1,1,0,
129,1,1,2,1,
130,1,1,1,1,
131,1,1,1,1,
132,1,1,1,1,
133,1,1,1,2,
134,1,1,1,1,
135,1,1,1,0,
136,1,1,1,0,
137,1,1,1,0,
138,1,1,1,0,
139,1,1,1,1,
140,0,0,1,1,
141,0,0,1,0,
142,0,0,0,0,
143,0,0,0,0,
144,1,1,1,1,
145,0,0,1,0,
146,0,0,0,1,
147,0,0,1,0,
148,0,1,1,1,
149,0,1,0,1,
150,0,1,0,0,
151,0,1,0,1,
152,0,1,1,0,
153,1,1,1,1,
154,0,0,0,1,
155,0,0,0,0,
156,1,1,1,1,
157,1,1,1,1,
158,0,0,0,0,
159,0,0,0,0,
160,1,0,0,0,
161,1,1,1,0,
162,1,1,1,1,
163,0,0,1,1,
164,0,0,1,0,
165,1,1,1,1,
166,1,1,1,1,
167,1,1,1,1,
168,1,1,1,1,
169,0,0,1,0,
170,1,1,1,1,
171,0,1,1,0,
172,1,1,1,1,
173,1,1,2,1,
174,0,1,1,0,
175,1,1,1,1,
176,1,1,1,1,
177,1,1,1,1,
178,0,1,0,1,
179,0,0,1,0,
180,0,0,0,0,
181,1,2,1,1,
182,1,1,1,1,
183,1,1,1,1,
184,0,0,1,1,
185,1,1,0,1,
186,1,0,0,0,
187,1,0,0,0,
188,1,1,0,1,
189,0,1,0,0,
190,1,1,1,0,
191,0,0,0,0,
192,0,0,1,0,
193,0,0,1,0,
194,0,1,0,0,
195,0,0,0,0,
196,0,1,0,1,
197,0,0,0,0,
198,1,1,0,1,
199,0,0,0,0,
