step,mic0,mic1,mic2,mic3,
0,0,1,1,1,
1,0,1,1,1,
2,0,0,0,0,
3,1,1,1,1,
4,0,0,0,0,
5,0,0,1,0,
6,0,0,1,1,
7,1,0,0,0,
8,0,1,0,1,
9,1,1,1,1,
10,1,1,1,0,
11,0,0,0,0,
12,1,1,1,0,
13,0,0,1,1,
14,0,0,1,0,
15,1,1,1,1,
16,1,0,0,1,
17,1,1,1,0,
18,0,1,0,1,
19,0,0,0,0,
20,0,0,0,1,
21,0,1,1,1,
22,0,0,0,0,
23,1,1,1,1,
24,0,0,0,0,
25,0,0,1,0,
26,0,0,0,1,
27,0,0,0,0,
28,1,1,1,1,
29,0,1,0,0,
30,0,0,0,0,
31,0,0,0,0,
32,0,0,0,0,
33,0,0,0,0,
34,0,1,0,0,
35,0,0,0,0,
36,1,1,1,0,
37,0,1,1,1,
38,0,0,0,1,
39,0,0,0,0,
40,1,0,1,1,
41,0,0,0,0,
42,0,0,0,1,
43,0,0,0,0,
44,114,130,157,138,
45,106,124,150,134,
46,98,119,146,129,
47,103,122,146,130,
48,103,122,150,132,
49,103,120,154,135,
50,102,121,157,137,
51,104,123,156,134,
52,103,124,158,134,
53,103,123,157,133,
54,101,120,157,133,
55,100,120,158,133,
56,101,120,157,133,
57,101,119,157,134,
58,101,119,157,134,
59,101,120,157,134,
60,100,119,157,134,
61,100,119,157,133,
62,100,119,157,134,
63,100,119,158,134,
64,100,118,157,133,
65,101,118,158,134,
66,100,118,158,134,
67,100,118,157,133,
68,100,118,157,133,
69,99,118,157,134,
70,100,118,157,133,
71,100,118,157,133,
72,100,117,156,133,
73,100,118,156,133,
74,101,119,157,133,
75,100,119,157,133,
76,100,118,157,133,
77,100,118,157,133,
78,100,119,158,133,
79,100,119,157,133,
80,100,118,156,133,
81,100,118,157,133,
82,100,118,158,133,
83,100,119,157,133,
84,100,119,157,133,
85,101,119,157,134,
86,100,120,157,134,
87,100,119,157,133,
88,101,120,158,134,
89,100,119,158,134,
90,101,120,158,134,
91,101,120,158,134,
92,101,120,158,134,
93,101,120,158,135,
94,13,15,16,18,
95,9,15,18,13,
96,6,14,19,10,
97,4,9,14,9,
98,4,8,11,8,
99,2,3,6,5,
100,3,2,4,4,
101,4,6,7,5,
102,2,5,6,4,
103,2,4,4,3,
104,1,2,3,2,
105,1,3,3,1,
106,1,2,2,1,
107,1,2,2,1,
108,2,1,1,1,
109,1,1,2,1,
110,1,1,1,0,
111,0,0,1,0,
112,0,0,1,0,
113,0,0,1,0,
114,0,0,0,0,
115,0,1,0,0,
116,0,1,1,1,
117,0,0,1,0,
118,0,0,0,0,
119,0,0,0,1,
120,0,0,0,0,
121,1,1,0,1,
122,0,1,1,1,
123,0,0,0,0,
124,0,0,0,0,
125,1,1,0,1,
126,1,1,1,1,
127,1,0,0,1,
128,0,1,1,0,
129,0,0,0,0,
130,0,1,0,1,
131,0,1,1,1,
132,0,0,0,0,
133,0,0,0,0,
134,0,0,0,0,
135,0,0,0,0,
136,0,0,0,0,
137,0,0,0,0,
138,0,0,0,0,
139,0,0,1,0,
140,0,0,1,0,
141,0,0,0,0,
142,1,0,0,0,
143,0,0,0,0,
144,0,0,0,0,
145,0,1,0,0,
146,1,0,1,1,
147,0,0,0,1,
148,1,0,0,0,
149,0,1,1,0,
150,1,1,1,1,
151,0,0,1,0,
152,0,1,1,0,
153,0,0,0,0,
154,0,0,0,0,
155,0,0,1,0,
156,0,0,0,0,
157,1,0,0,0,
158,0,0,0,0,
159,0,1,0,0,
160,0,0,1,1,
161,1,0,0,0,
162,4,6,4,4,
163,2,3,3,3,
164,2,3,2,2,
165,1,2,1,1,
166,1,2,2,1,
167,1,1,1,1,
168,1,1,0,1,
169,0,0,0,1,
170,0,1,1,0,
171,1,0,1,1,
172,0,1,0,0,
173,0,0,1,0,
174,0,0,0,0,
175,0,0,0,0,
176,0,0,0,1,
177,0,1,1,0,
178,0,0,0,0,
179,0,0,0,0,
180,0,0,0,0,
181,0,1,0,1,
182,0,1,1,0,
183,0,0,0,0,
184,0,0,0,0,
185,0,0,0,0,
186,1,0,0,1,
187,0,0,1,1,
188,1,0,1,1,
189,0,0,0,0,
190,0,1,0,0,
191,0,0,0,0,
192,1,1,0,0,
193,0,1,0,0,
194,0,0,0,0,
195,0,1,0,1,
196,0,0,0,0,
197,0,1,1,1,
198,0,0,1,1,
199,0,0,0,0,
