step,mic0,mic1,mic2,mic3,
0,2,2,2,2,
1,3,3,4,3,
2,4,4,5,4,
3,3,5,3,3,
4,3,3,3,3,
5,2,3,3,2,
6,3,4,3,4,
7,4,4,4,4,
8,4,4,5,4,
9,2,2,3,3,
10,3,3,3,3,
11,3,4,4,4,
12,5,6,6,4,
13,3,4,4,3,
14,3,3,3,2,
15,3,3,4,3,
16,3,4,4,4,
17,2,3,3,3,
18,2,3,2,2,
19,3,4,4,4,
20,4,4,4,4,
21,3,3,3,3,
22,2,2,2,2,
23,1,2,2,2,
24,3,4,4,4,
25,3,3,3,4,
26,4,3,4,4,
27,2,2,2,2,
28,2,3,3,3,
29,5,5,4,4,
30,4,5,5,5,
31,3,2,3,3,
32,2,2,2,2,
33,3,4,4,3,
34,4,4,4,4,
35,3,3,4,3,
36,1,2,2,2,
37,3,3,2,3,
38,2,2,2,2,
39,4,5,4,5,
40,3,2,3,3,
41,3,3,2,3,
42,3,2,3,3,
43,3,2,3,2,
44,243,196,198,295,
45,232,188,184,275,
46,234,187,177,273,
47,235,186,179,278,
48,231,186,179,271,
49,228,184,176,266,
50,227,185,177,264,
51,228,184,176,266,
52,226,182,174,264,
53,228,185,176,265,
54,226,186,176,262,
55,229,187,179,264,
56,225,182,175,261,
57,225,181,174,261,
58,225,180,173,261,
59,226,184,175,262,
60,228,186,175,265,
61,228,187,177,263,
62,229,187,177,265,
63,226,185,175,262,
64,226,184,175,262,
65,227,186,176,264,
66,229,186,176,265,
67,226,184,176,263,
68,228,184,176,265,
69,227,181,173,264,
70,226,182,174,263,
71,228,185,176,266,
72,226,185,176,263,
73,227,186,176,264,
74,227,186,175,263,
75,227,186,176,263,
76,225,183,174,262,
77,228,187,178,265,
78,225,184,176,262,
79,224,184,176,262,
80,224,184,176,260,
81,225,187,177,260,
82,225,185,175,260,
83,225,187,176,260,
84,225,187,177,261,
85,224,186,177,259,
86,226,188,179,261,
87,227,187,179,263,
88,224,185,176,260,
89,226,187,177,262,
90,224,186,176,261,
91,224,186,175,260,
92,227,189,179,262,
93,10,16,10,21,
94,10,9,8,18,
95,12,5,5,17,
96,8,3,6,13,
97,5,4,6,8,
98,4,3,5,6,
99,5,5,6,6,
100,5,4,5,6,
101,6,5,5,6,
102,3,4,3,3,
103,5,4,5,5,
104,5,2,5,4,
105,4,4,4,4,
106,4,2,4,3,
107,2,2,2,1,
108,1,1,1,1,
109,2,2,2,3,
110,2,2,2,2,
111,3,2,3,3,
112,3,4,4,4,
113,4,2,4,4,
114,2,2,2,2,
115,5,4,5,4,
116,5,2,6,6,
117,3,4,3,3,
118,3,3,3,4,
119,2,2,2,2,
120,3,4,3,3,
121,5,4,4,5,
122,4,1,5,4,
123,4,4,4,4,
124,3,3,4,3,
125,5,2,5,5,
126,4,5,4,3,
127,5,5,5,5,
128,5,1,5,5,
129,3,3,3,2,
130,4,4,4,3,
131,4,1,4,4,
132,2,3,3,2,
133,4,5,4,4,
134,5,2,6,5,
135,4,5,4,5,
136,5,7,6,5,
137,4,1,5,4,
138,3,4,4,3,
139,4,4,4,3,
140,4,2,4,4,
141,3,3,3,3,
142,5,5,4,5,
143,5,2,6,5,
144,4,4,4,4,
145,4,4,4,3,
146,5,2,6,4,
147,4,4,4,4,
148,5,6,6,5,
149,5,2,5,5,
150,5,5,5,4,
151,4,5,5,4,
152,4,1,4,4,
153,4,4,5,4,
154,5,5,5,4,
155,6,3,6,6,
156,6,5,6,6,
157,4,5,4,4,
158,6,3,5,5,
159,5,5,6,5,
160,6,7,6,5,
161,8,5,10,9,
162,6,7,7,6,
163,5,6,6,5,
164,8,3,8,8,
165,6,7,7,6,
166,5,5,5,5,
167,8,4,9,9,
168,5,5,6,6,
169,7,9,8,8,
170,9,4,9,9,
171,4,4,3,4,
172,5,5,6,5,
173,2,1,3,3,
174,2,2,2,2,
175,4,5,5,4,
176,5,3,5,5,
177,6,2,6,6,
178,6,6,6,6,
179,7,4,8,7,
180,6,4,7,6,
181,5,7,6,6,
182,6,1,7,6,
183,4,5,5,4,
184,6,7,7,6,
185,5,3,5,4,
186,3,1,2,2,
187,4,4,3,3,
188,5,3,4,5,
189,7,1,6,6,
190,6,7,6,5,
191,6,3,7,7,
192,8,6,8,8,
193,8,9,9,8,
194,7,3,7,6,
195,5,6,6,5,
196,4,5,5,4,
197,4,2,4,4,
198,5,3,5,5,
199,4,6,5,4,
