step,mic0,mic1,mic2,mic3,
0,0,0,0,0,
1,0,0,0,0,
2,0,0,0,0,
3,0,1,0,0,
4,0,0,0,0,
5,0,0,0,0,
6,0,0,0,0,
7,0,0,0,0,
8,0,0,0,0,
9,0,0,0,0,
10,0,0,0,0,
11,0,0,0,0,
12,0,0,0,0,
13,0,0,0,0,
14,0,0,0,0,
15,0,0,0,0,
16,0,0,1,0,
17,0,0,0,0,
18,0,0,0,0,
19,0,0,0,0,
20,0,0,0,0,
21,0,0,0,0,
22,0,0,0,0,
23,0,0,0,0,
24,0,1,0,0,
25,0,0,0,0,
26,0,0,1,0,
27,0,0,0,0,
28,0,0,0,0,
29,0,0,1,0,
30,0,0,0,0,
31,0,0,0,0,
32,0,0,0,0,
33,0,0,0,0,
34,0,0,0,0,
35,0,1,1,1,
36,0,0,1,0,
37,0,0,0,0,
38,0,0,1,1,
39,0,0,0,0,
40,0,0,0,0,
41,0,0,0,0,
42,0,0,0,0,
43,0,0,0,0,
44,91,113,81,75,
45,104,118,84,77,
46,103,113,83,75,
47,106,114,82,76,
48,105,114,85,77,
49,105,114,83,75,
50,105,114,82,73,
51,106,115,83,74,
52,107,117,83,74,
53,109,118,85,76,
54,108,117,83,76,
55,107,115,84,75,
56,105,114,84,74,
57,106,116,85,75,
58,107,116,86,76,
59,105,114,83,74,
60,106,115,84,75,
61,104,114,84,74,
62,104,114,84,74,
63,104,113,84,74,
64,104,113,82,74,
65,104,113,83,74,
66,104,113,83,73,
67,103,112,82,73,
68,104,112,83,74,
69,104,112,83,74,
70,104,113,83,74,
71,104,113,83,74,
72,104,113,83,74,
73,104,113,83,75,
74,104,112,83,74,
75,104,112,82,73,
76,104,112,82,74,
77,104,112,82,74,
78,103,112,82,74,
79,103,112,82,74,
80,104,112,82,74,
81,104,112,82,74,
82,104,112,82,73,
83,103,112,82,74,
84,104,112,82,73,
85,104,113,82,74,
86,103,112,82,73,
87,103,112,82,74,
88,103,112,82,73,
89,103,113,82,74,
90,104,112,82,74,
91,104,112,82,74,
92,104,112,82,74,
93,104,112,82,73,
94,104,113,82,74,
95,7,7,12,5,
96,4,4,2,2,
97,4,4,4,2,
98,6,5,3,4,
99,4,3,3,1,
100,2,1,4,3,
101,2,2,1,2,
102,3,4,0,1,
103,4,3,1,2,
104,3,2,1,2,
105,2,2,1,2,
106,1,2,1,1,
107,1,1,1,1,
108,1,1,0,0,
109,0,1,0,0,
110,0,0,0,0,
111,1,1,1,1,
112,1,1,1,0,
113,0,1,0,0,
114,0,0,0,0,
115,0,0,0,0,
116,0,0,0,0,
117,0,0,1,0,
118,0,0,0,1,
119,0,0,0,0,
120,0,0,0,1,
121,0,1,0,1,
122,0,0,0,0,
123,0,0,0,0,
124,1,1,1,1,
125,0,0,1,0,
126,0,0,1,0,
127,0,0,0,0,
128,0,0,0,0,
129,0,0,0,0,
130,0,0,0,1,
131,0,0,0,0,
132,0,0,0,0,
133,0,1,1,0,
134,0,1,1,0,
135,0,0,1,0,
136,0,1,0,0,
137,0,0,0,0,
138,0,0,0,0,
139,0,0,0,0,
140,1,1,0,1,
141,0,0,0,0,
142,1,1,1,1,
143,2,2,2,2,
144,2,2,2,2,
145,3,4,3,3,
146,4,4,4,4,
147,5,5,5,4,
148,3,4,4,3,
149,3,3,3,3,
150,3,4,3,3,
151,3,3,3,3,
152,2,3,2,2,
153,1,2,2,1,
154,2,3,3,2,
155,1,2,2,2,
156,2,2,2,2,
157,3,3,3,3,
158,3,3,3,3,
159,3,3,3,3,
160,3,4,3,2,
161,3,2,3,3,
162,3,3,3,3,
163,2,3,3,2,
164,2,2,2,3,
165,3,3,2,3,
166,3,3,3,3,
167,2,3,3,2,
168,2,2,2,2,
169,2,2,2,2,
170,2,2,2,2,
171,2,2,1,2,
172,1,2,1,1,
173,1,1,1,1,
174,1,1,2,1,
175,1,2,2,1,
176,1,2,1,1,
177,2,2,2,2,
178,1,2,2,1,
179,1,1,1,1,
180,1,1,1,0,
181,1,1,1,1,
182,1,1,1,1,
183,0,1,1,1,
184,1,1,1,0,
185,1,1,1,1,
186,0,1,1,0,
187,1,1,1,1,
188,0,0,0,1,
189,0,0,0,0,
190,1,0,0,1,
191,0,0,0,0,
192,0,0,0,0,
193,0,0,0,0,
194,0,0,0,0,
195,0,0,0,0,
196,0,1,0,1,
197,0,0,0,0,
198,0,0,1,0,
199,0,1,0,1,
