Angle,mic0,mic1,mic2,mic3
39,111.0,163.0,159.0,113.0,
40,108.0,153.0,146.0,109.0,
41,109.0,153.0,152.0,106.0,
42,115.0,156.0,155.0,114.0,
43,119.0,152.0,133.0,119.0,
44,120.0,147.0,140.0,119.0,
