step,mic0,mic1,mic2,mic3,
0,1,2,1,1,
1,1,2,1,1,
2,1,1,0,1,
3,0,0,0,1,
4,0,0,1,0,
5,1,1,1,2,
6,1,1,1,0,
7,1,1,1,0,
8,3,3,3,2,
9,1,1,1,1,
10,2,2,2,2,
11,1,1,1,1,
12,1,1,2,1,
13,2,3,3,2,
14,5,6,6,5,
15,9,11,10,9,
16,9,11,11,9,
17,10,11,10,11,
18,8,9,9,8,
19,6,6,5,5,
20,3,4,4,3,
21,3,4,4,3,
22,4,4,4,4,
23,3,4,4,3,
24,2,2,2,2,
25,1,2,1,1,
26,2,2,2,2,
27,2,3,3,2,
28,2,2,2,2,
29,0,1,1,1,
30,1,1,1,1,
31,0,1,1,0,
32,1,1,1,1,
33,0,0,1,1,
34,1,1,1,0,
35,0,0,0,1,
36,0,0,0,0,
37,1,1,1,1,
38,0,0,0,0,
39,0,1,1,1,
40,0,1,1,1,
41,1,1,1,1,
42,1,1,1,1,
43,109,145,163,115,
44,101,145,158,108,
45,84,141,155,95,
46,85,138,153,96,
47,85,136,152,95,
48,85,136,152,93,
49,89,139,153,98,
50,87,135,156,99,
51,87,135,155,98,
52,87,134,153,97,
53,85,130,152,96,
54,86,130,150,97,
55,86,130,150,97,
56,87,131,151,100,
57,87,130,151,98,
58,88,130,152,99,
59,87,131,151,98,
60,86,130,151,99,
61,86,130,151,98,
62,87,130,151,98,
63,87,132,151,98,
64,87,131,151,99,
65,87,131,151,98,
66,87,130,151,98,
67,87,131,151,98,
68,86,130,151,98,
69,87,131,151,98,
70,87,131,150,98,
71,86,130,150,98,
72,87,131,150,98,
73,86,130,150,98,
74,87,130,150,98,
75,86,131,150,98,
76,86,131,150,98,
77,87,130,150,98,
78,86,130,151,98,
79,87,131,151,99,
80,86,130,151,98,
81,86,130,150,97,
82,86,129,150,98,
83,86,129,150,98,
84,86,128,149,97,
85,87,130,150,98,
86,86,129,150,98,
87,87,130,151,98,
88,87,129,150,99,
89,86,129,150,98,
90,87,129,151,98,
91,87,129,151,99,
92,87,129,150,98,
93,87,130,152,100,
94,16,18,16,15,
95,6,13,7,8,
96,6,10,7,7,
97,4,6,4,7,
98,5,5,3,8,
99,18,22,23,22,
100,13,15,14,14,
101,7,9,10,8,
102,9,9,8,9,
103,6,6,5,5,
104,4,4,3,4,
105,3,3,3,3,
106,3,3,2,2,
107,2,3,2,2,
108,1,1,1,1,
109,2,2,2,2,
110,1,1,1,1,
111,1,2,1,2,
112,1,1,1,1,
113,2,2,1,1,
114,1,1,2,1,
115,1,1,1,1,
116,1,1,1,1,
117,1,2,1,1,
118,2,2,1,2,
119,2,3,2,2,
120,2,2,2,2,
121,1,2,1,1,
122,1,2,2,1,
123,1,1,1,1,
124,1,1,1,1,
125,1,1,1,1,
126,1,1,1,1,
127,1,1,0,1,
128,1,1,1,1,
129,0,1,0,0,
130,1,0,0,1,
131,1,0,1,0,
132,0,0,0,0,
133,0,0,0,0,
134,0,0,0,0,
135,0,1,1,1,
136,0,0,0,0,
137,1,0,0,0,
138,0,1,1,0,
139,1,1,1,1,
140,0,1,0,0,
141,1,1,0,0,
142,0,0,1,0,
143,1,0,1,0,
144,0,0,0,1,
145,1,1,1,1,
146,1,1,1,0,
147,0,1,1,0,
148,1,1,1,0,
149,1,1,0,0,
150,1,0,0,0,
151,0,0,0,1,
152,0,1,1,0,
153,0,1,1,0,
154,0,0,0,1,
155,0,0,1,0,
156,0,0,0,0,
157,1,0,0,0,
158,0,0,0,0,
159,1,0,0,0,
160,0,1,1,0,
161,0,0,0,0,
162,0,0,1,0,
163,0,1,1,0,
164,0,0,0,0,
165,0,0,0,0,
166,0,0,1,0,
167,0,0,0,0,
168,0,0,0,0,
169,0,1,0,1,
170,0,0,1,0,
171,0,1,1,0,
172,0,0,1,1,
173,0,0,0,0,
174,0,0,1,0,
175,0,0,0,0,
176,1,0,0,0,
177,0,0,0,0,
178,1,1,1,1,
179,1,1,1,1,
180,0,1,1,0,
181,1,1,1,1,
182,1,2,1,1,
183,1,1,1,1,
184,1,1,1,1,
185,1,1,1,1,
186,21,22,21,19,
187,12,15,12,12,
188,8,9,9,8,
189,5,3,3,3,
190,4,4,4,3,
191,3,3,3,3,
192,3,2,3,2,
193,2,2,2,2,
194,2,3,2,2,
195,2,3,2,2,
196,2,2,2,2,
197,2,2,2,1,
198,2,2,1,2,
199,1,1,1,2,
