step,mic0,mic1,mic2,mic3,
0,4,5,4,4,
1,4,5,5,4,
2,5,2,5,5,
3,4,1,4,4,
4,4,5,5,5,
5,4,1,5,4,
6,4,1,5,5,
7,4,3,4,4,
8,5,2,5,5,
9,4,4,4,4,
10,5,5,5,4,
11,3,4,4,3,
12,4,4,4,4,
13,5,6,5,4,
14,5,1,5,5,
15,5,2,5,5,
16,5,5,5,4,
17,5,2,5,4,
18,5,2,5,4,
19,5,4,5,5,
20,5,2,5,5,
21,5,4,5,4,
22,5,5,6,5,
23,7,7,8,7,
24,7,7,7,7,
25,7,9,7,8,
26,6,2,6,5,
27,4,4,5,5,
28,5,6,6,5,
29,6,5,7,6,
30,6,6,7,6,
31,10,12,12,10,
32,14,16,14,14,
33,9,11,10,9,
34,6,7,6,6,
35,8,8,8,8,
36,7,8,8,7,
37,9,10,10,8,
38,8,8,9,8,
39,6,7,7,7,
40,7,10,8,8,
41,7,7,8,6,
42,8,9,8,7,
43,195,204,264,261,
44,195,200,263,258,
45,200,208,273,266,
46,193,207,266,258,
47,188,202,267,258,
48,186,196,266,258,
49,181,191,260,252,
50,180,191,263,252,
51,186,197,262,255,
52,181,193,263,251,
53,180,196,262,250,
54,186,202,266,256,
55,179,190,263,251,
56,177,192,259,250,
57,181,193,262,251,
58,177,189,258,248,
59,176,189,259,248,
60,177,191,260,250,
61,176,189,261,249,
62,175,189,259,247,
63,179,194,263,251,
64,176,190,258,247,
65,175,190,260,246,
66,180,196,261,248,
67,177,192,259,246,
68,177,193,260,246,
69,178,194,260,247,
70,178,195,259,247,
71,181,197,259,248,
72,179,196,260,247,
73,178,194,258,246,
74,181,197,262,249,
75,179,196,261,248,
76,179,194,259,246,
77,181,196,263,249,
78,179,194,263,248,
79,177,191,258,245,
80,179,194,264,249,
81,179,192,262,249,
82,178,191,262,247,
83,180,197,264,252,
84,182,197,268,252,
85,179,194,263,251,
86,182,196,265,253,
87,179,190,265,250,
88,176,190,262,249,
89,182,193,265,253,
90,179,191,261,252,
91,181,193,264,251,
92,179,192,262,250,
93,12,11,18,15,
94,10,7,11,10,
95,8,8,12,9,
96,8,6,12,6,
97,8,4,10,8,
98,8,10,7,7,
99,6,7,6,6,
100,8,5,8,7,
101,7,9,7,6,
102,7,9,8,6,
103,6,4,8,6,
104,5,7,7,5,
105,6,7,7,6,
106,6,2,6,7,
107,4,6,5,5,
108,6,7,6,7,
109,6,2,7,7,
110,5,5,5,5,
111,6,6,6,6,
112,6,2,7,6,
113,5,6,6,5,
114,6,7,6,6,
115,6,1,6,6,
116,5,6,6,5,
117,6,6,6,6,
118,6,1,6,6,
119,6,5,6,6,
120,7,7,7,6,
121,6,1,7,6,
122,5,5,6,5,
123,6,7,6,6,
124,8,4,8,8,
125,8,9,8,7,
126,10,10,10,9,
127,9,6,9,9,
128,8,9,8,8,
129,8,9,7,7,
130,8,4,9,8,
131,6,7,7,6,
132,7,8,7,6,
133,8,5,9,8,
134,8,8,8,7,
135,8,10,9,8,
136,8,4,9,8,
137,6,5,7,6,
138,7,8,9,7,
139,8,5,8,8,
140,8,8,8,7,
141,8,10,9,7,
142,8,5,9,9,
143,8,8,9,8,
144,10,13,11,11,
145,8,4,8,8,
146,7,6,7,7,
147,7,9,8,7,
148,8,4,8,8,
149,7,7,8,7,
150,7,8,7,6,
151,7,3,8,7,
152,8,7,9,8,
153,7,8,8,8,
154,8,4,8,8,
155,8,7,10,9,
156,8,9,8,8,
157,8,4,8,8,
158,6,5,7,7,
159,7,9,8,7,
160,8,5,8,8,
161,7,5,8,8,
162,8,9,7,8,
163,8,5,8,7,
164,8,4,8,7,
165,8,8,8,7,
166,8,5,8,8,
167,9,6,9,9,
168,12,15,13,13,
169,9,8,10,9,
170,9,6,9,9,
171,7,7,6,6,
172,9,7,10,9,
173,8,5,9,7,
174,8,9,8,8,
175,7,5,8,8,
176,8,5,9,8,
177,7,8,8,7,
178,7,5,7,7,
179,7,3,8,7,
180,7,7,8,7,
181,7,4,7,7,
182,8,3,8,7,
183,7,8,7,7,
184,6,4,6,7,
185,8,3,8,8,
186,6,8,7,7,
187,7,5,8,8,
188,7,2,8,8,
189,6,8,6,6,
190,7,6,7,7,
191,8,2,8,7,
192,6,8,6,7,
193,7,6,7,7,
194,8,3,8,8,
195,6,7,7,7,
196,7,5,7,7,
197,8,3,8,8,
198,8,1,8,7,
199,7,5,8,6,
