step,mic0,mic1,mic2,mic3,
0,3,2,3,3,
1,5,5,4,4,
2,5,2,5,4,
3,3,3,3,3,
4,3,4,3,3,
5,4,1,4,4,
6,5,5,5,4,
7,4,5,4,4,
8,3,1,4,4,
9,3,2,3,3,
10,5,5,5,5,
11,4,1,4,4,
12,3,1,3,3,
13,3,4,4,4,
14,4,1,5,4,
15,4,4,4,4,
16,3,4,4,3,
17,4,2,4,4,
18,4,3,4,4,
19,3,4,4,4,
20,3,1,4,4,
21,4,2,3,3,
22,4,5,5,4,
23,4,2,4,3,
24,3,2,3,4,
25,5,5,4,5,
26,4,2,4,4,
27,3,3,4,3,
28,2,2,3,2,
29,4,3,4,4,
30,4,3,4,4,
31,2,3,2,2,
32,4,2,4,4,
33,3,2,4,3,
34,4,6,4,4,
35,3,1,3,3,
36,2,1,3,2,
37,3,4,3,3,
38,4,2,4,4,
39,3,2,3,4,
40,3,3,3,4,
41,3,2,3,3,
42,3,3,4,3,
43,216,342,221,177,
44,205,326,208,168,
45,206,321,201,165,
46,207,319,200,167,
47,207,320,201,168,
48,207,318,201,167,
49,207,317,202,168,
50,206,318,201,166,
51,205,316,200,164,
52,208,319,203,168,
53,206,317,201,166,
54,205,316,201,165,
55,207,318,203,167,
56,206,318,201,166,
57,205,316,200,165,
58,205,317,200,165,
59,204,315,200,164,
60,205,316,200,165,
61,208,318,203,167,
62,207,318,203,166,
63,205,316,201,164,
64,208,320,203,165,
65,205,316,200,164,
66,205,315,200,164,
67,206,317,202,167,
68,204,316,201,165,
69,206,316,201,165,
70,205,316,201,166,
71,204,315,200,164,
72,207,318,202,166,
73,207,316,202,166,
74,207,319,202,167,
75,206,317,202,167,
76,206,317,202,166,
77,206,316,200,165,
78,207,319,203,165,
79,206,319,202,166,
80,204,316,200,164,
81,206,318,202,167,
82,207,318,202,166,
83,206,317,201,165,
84,208,319,204,166,
85,207,318,202,165,
86,206,317,202,165,
87,207,318,203,166,
88,206,318,202,165,
89,205,317,201,164,
90,206,318,203,166,
91,205,317,200,165,
92,205,317,200,164,
93,8,14,12,7,
94,11,17,11,8,
95,3,4,5,3,
96,4,6,5,5,
97,3,5,4,5,
98,3,4,5,5,
99,2,3,3,4,
100,3,7,4,2,
101,3,6,4,3,
102,2,3,3,3,
103,2,2,2,2,
104,3,3,3,3,
105,2,1,2,2,
106,3,3,2,3,
107,2,2,2,3,
108,2,2,3,2,
109,2,4,3,2,
110,2,2,2,2,
111,2,2,3,2,
112,2,2,2,2,
113,3,3,3,3,
114,2,2,2,2,
115,2,2,2,1,
116,3,4,3,3,
117,2,2,2,2,
118,2,1,1,1,
119,2,3,2,3,
120,2,1,2,2,
121,1,2,1,1,
122,2,2,2,2,
123,2,1,2,2,
124,2,3,2,2,
125,2,1,1,0,
126,2,1,3,2,
127,3,3,3,3,
128,2,2,2,2,
129,2,1,2,2,
130,2,3,3,2,
131,2,2,2,2,
132,2,0,2,2,
133,2,1,2,1,
134,2,3,3,3,
135,2,1,3,2,
136,2,2,2,2,
137,3,4,3,3,
138,2,2,2,2,
139,2,1,2,1,
140,2,3,4,2,
141,3,1,4,3,
142,2,2,2,2,
143,2,3,2,2,
144,3,2,3,3,
145,2,2,3,2,
146,2,3,2,2,
147,4,2,4,3,
148,3,4,4,3,
149,2,2,2,2,
150,3,2,4,4,
151,2,2,2,2,
152,2,2,2,2,
153,3,1,3,2,
154,2,3,2,2,
155,2,3,2,3,
156,3,2,3,3,
157,2,2,3,2,
158,3,3,3,2,
159,3,1,3,3,
160,2,3,3,2,
161,4,5,5,4,
162,3,2,4,3,
163,2,2,2,2,
164,2,3,3,2,
165,3,2,3,2,
166,2,3,2,2,
167,3,3,3,2,
168,3,2,3,3,
169,3,3,3,4,
170,3,3,3,3,
171,2,2,2,2,
172,3,2,2,2,
173,4,5,5,4,
174,2,1,3,2,
175,2,1,3,3,
176,4,4,4,4,
177,3,2,3,3,
178,3,3,4,3,
179,3,5,5,4,
180,4,3,4,4,
181,2,2,3,3,
182,4,4,4,4,
183,4,1,4,3,
184,3,2,4,4,
185,3,4,3,3,
186,3,2,4,3,
187,3,4,4,4,
188,3,4,4,3,
189,3,2,3,3,
190,3,2,3,3,
191,3,3,4,3,
192,3,1,3,3,
193,2,1,2,3,
194,2,3,3,2,
195,4,2,5,4,
196,3,3,4,3,
197,3,3,3,3,
198,5,5,5,4,
199,2,1,3,2,
