step,mic0,mic1,mic2,mic3,
0,1,0,0,0,
1,0,0,0,0,
2,0,0,0,0,
3,1,0,0,0,
4,0,0,0,0,
5,0,0,0,0,
6,0,0,0,0,
7,0,0,0,0,
8,1,0,0,0,
9,0,0,0,0,
10,0,0,0,0,
11,0,0,0,0,
12,0,1,0,0,
13,0,0,0,0,
14,0,0,0,0,
15,0,0,0,0,
16,0,0,0,0,
17,0,0,0,0,
18,0,0,0,0,
19,0,0,0,0,
20,0,0,0,0,
21,0,0,0,0,
22,0,0,0,0,
23,0,0,0,0,
24,0,0,0,0,
25,0,0,0,0,
26,0,1,1,0,
27,0,0,0,0,
28,0,0,0,0,
29,0,0,0,0,
30,0,0,0,0,
31,0,0,0,0,
32,0,0,0,0,
33,0,0,0,0,
34,0,0,0,0,
35,0,0,0,0,
36,0,0,0,0,
37,0,0,0,0,
38,0,0,0,0,
39,0,0,0,0,
40,0,0,0,0,
41,0,0,0,0,
42,0,1,0,0,
43,0,0,0,0,
44,218,204,241,291,
45,206,196,215,265,
46,212,202,221,263,
47,218,205,225,265,
48,221,207,226,265,
49,222,210,222,263,
50,222,208,222,264,
51,223,209,223,265,
52,225,211,226,267,
53,227,212,224,266,
54,227,213,224,266,
55,227,214,224,266,
56,228,214,225,266,
57,228,213,224,266,
58,228,213,224,266,
59,228,214,224,266,
60,228,214,225,266,
61,228,214,225,266,
62,228,215,224,266,
63,228,215,224,266,
64,228,215,224,266,
65,229,215,224,266,
66,229,215,225,266,
67,229,215,225,266,
68,228,215,224,265,
69,229,214,224,266,
70,229,215,225,266,
71,229,215,224,266,
72,228,214,224,265,
73,229,215,224,266,
74,229,215,224,266,
75,229,216,225,266,
76,229,215,224,266,
77,228,215,224,266,
78,229,215,224,266,
79,229,214,224,266,
80,228,214,224,265,
81,228,214,223,265,
82,228,215,224,266,
83,228,215,225,266,
84,228,215,224,265,
85,229,215,225,266,
86,228,215,224,265,
87,229,215,224,265,
88,228,214,224,265,
89,228,215,224,265,
90,229,215,224,265,
91,228,215,224,265,
92,229,214,223,264,
93,228,215,224,265,
94,229,215,225,266,
95,26,33,16,15,
96,18,17,9,14,
97,12,11,7,9,
98,10,9,4,7,
99,8,7,4,6,
100,7,7,5,5,
101,6,6,4,3,
102,3,3,3,2,
103,2,3,2,1,
104,1,1,1,1,
105,1,1,1,1,
106,1,1,1,1,
107,1,2,1,1,
108,1,1,1,0,
109,1,1,1,1,
110,0,1,0,1,
111,0,1,0,0,
112,0,1,0,0,
113,0,1,0,0,
114,0,0,0,0,
115,0,0,0,0,
116,0,0,0,0,
117,0,0,0,0,
118,0,0,0,0,
119,0,0,0,0,
120,0,0,0,0,
121,0,0,0,0,
122,0,0,0,0,
123,0,0,0,0,
124,0,0,0,0,
125,0,0,0,0,
126,0,0,0,0,
127,0,0,0,0,
128,0,0,0,0,
129,0,0,0,0,
130,0,0,0,0,
131,0,0,0,0,
132,0,0,0,0,
133,0,0,0,0,
134,0,0,0,0,
135,0,0,0,0,
136,0,0,0,0,
137,1,0,0,0,
138,0,0,0,0,
139,0,0,0,0,
140,1,1,0,0,
141,0,0,0,0,
142,0,0,1,1,
143,0,0,0,0,
144,0,0,0,0,
145,0,0,0,0,
146,0,0,0,0,
147,0,0,0,0,
148,0,0,0,0,
149,0,0,0,0,
150,0,0,0,0,
151,0,0,0,0,
152,0,0,0,0,
153,0,0,0,0,
154,0,0,0,0,
155,0,0,1,0,
156,0,0,0,0,
157,0,0,0,0,
158,0,0,0,0,
159,0,0,0,0,
160,0,0,0,0,
161,0,0,0,0,
162,0,0,0,0,
163,0,0,0,0,
164,0,0,0,0,
165,0,0,0,0,
166,0,0,0,0,
167,0,0,0,0,
168,0,0,0,0,
169,0,0,0,0,
170,0,0,0,0,
171,0,0,0,0,
172,0,0,0,0,
173,1,0,0,0,
174,0,0,0,0,
175,0,0,0,0,
176,0,0,0,0,
177,0,0,0,0,
178,0,0,0,0,
179,0,0,0,0,
180,0,0,0,0,
181,0,0,0,0,
182,0,0,0,0,
183,0,0,0,0,
184,0,0,0,0,
185,1,0,0,0,
186,0,0,0,0,
187,0,0,0,0,
188,0,0,0,0,
189,0,0,0,0,
190,0,0,0,0,
191,0,1,0,0,
192,0,0,0,0,
193,0,0,0,0,
194,0,0,0,0,
195,0,0,0,0,
196,1,0,0,0,
197,0,0,0,0,
198,0,0,0,0,
199,0,0,0,0,
