step,mic0,mic1,mic2,mic3,
0,3,4,3,3,
1,4,5,4,4,
2,3,2,3,3,
3,2,3,3,2,
4,3,4,4,4,
5,3,2,4,3,
6,2,2,3,2,
7,3,3,2,2,
8,2,1,2,2,
9,3,4,2,3,
10,2,3,2,2,
11,2,2,2,2,
12,2,2,2,2,
13,1,2,1,1,
14,2,1,2,2,
15,2,1,2,2,
16,1,1,1,1,
17,2,1,2,2,
18,2,2,2,2,
19,2,2,3,2,
20,3,3,3,3,
21,2,2,2,2,
22,2,2,2,2,
23,3,3,4,3,
24,2,3,2,2,
25,2,3,3,2,
26,3,2,2,3,
27,3,3,2,2,
28,2,3,2,2,
29,3,2,3,3,
30,3,2,2,2,
31,3,4,2,4,
32,3,4,3,3,
33,2,3,3,2,
34,3,3,3,3,
35,3,2,3,2,
36,2,2,3,3,
37,1,2,2,2,
38,2,1,2,3,
39,1,2,1,1,
40,3,1,3,3,
41,2,2,2,2,
42,1,2,2,1,
43,2,1,3,2,
44,2,1,2,2,
45,297,277,188,208,
46,285,267,176,197,
47,284,266,166,197,
48,285,267,171,199,
49,286,267,168,199,
50,288,270,170,202,
51,287,268,169,201,
52,289,269,169,201,
53,286,267,167,200,
54,290,270,172,204,
55,289,273,171,206,
56,289,272,172,205,
57,289,274,173,207,
58,286,271,171,204,
59,288,273,172,205,
60,286,270,172,202,
61,287,272,170,204,
62,286,269,169,202,
63,287,271,170,203,
64,287,272,170,204,
65,290,271,171,205,
66,287,270,170,204,
67,286,269,170,203,
68,285,268,169,203,
69,287,269,171,204,
70,285,269,169,203,
71,285,270,170,202,
72,286,269,170,202,
73,285,270,170,202,
74,286,271,171,203,
75,288,270,171,203,
76,286,270,171,203,
77,288,271,173,204,
78,288,271,172,204,
79,287,271,170,205,
80,290,277,172,210,
81,288,272,171,205,
82,286,273,170,205,
83,288,272,170,206,
84,290,272,169,205,
85,289,273,171,206,
86,289,274,171,205,
87,290,273,173,206,
88,287,269,169,203,
89,288,270,171,204,
90,286,269,170,203,
91,285,269,169,202,
92,286,272,171,204,
93,285,269,169,201,
94,286,270,169,203,
95,20,17,16,14,
96,10,8,8,9,
97,10,12,11,11,
98,6,8,8,7,
99,3,6,9,6,
100,4,8,10,7,
101,4,9,11,9,
102,5,8,10,7,
103,4,7,9,5,
104,4,6,6,4,
105,3,3,3,2,
106,3,3,3,3,
107,3,4,3,4,
108,2,2,2,2,
109,3,3,4,3,
110,5,5,6,5,
111,4,6,4,4,
112,5,7,6,5,
113,4,4,4,3,
114,3,3,3,3,
115,2,3,3,2,
116,3,3,3,3,
117,4,6,6,5,
118,5,6,6,5,
119,5,6,5,4,
120,5,5,5,6,
121,4,3,4,3,
122,3,4,3,4,
123,3,3,3,2,
124,3,5,3,3,
125,3,3,3,3,
126,4,5,5,4,
127,3,4,4,3,
128,3,3,2,2,
129,2,3,3,3,
130,2,2,2,1,
131,3,3,3,3,
132,3,3,3,3,
133,4,5,4,3,
134,3,3,3,2,
135,4,4,3,3,
136,4,5,4,4,
137,3,2,3,3,
138,3,4,4,3,
139,3,3,3,3,
140,3,2,4,3,
141,2,3,3,3,
142,2,2,2,2,
143,2,2,2,2,
144,1,2,1,2,
145,2,3,2,2,
146,3,2,3,3,
147,3,2,3,2,
148,3,2,3,2,
149,4,1,4,3,
150,2,2,2,3,
151,2,2,3,2,
152,2,1,4,2,
153,2,3,2,1,
154,2,3,2,2,
155,3,1,3,2,
156,2,2,2,2,
157,3,3,3,2,
158,2,1,3,2,
159,2,2,2,2,
160,3,3,2,3,
161,3,1,4,4,
162,3,3,3,2,
163,4,3,4,3,
164,4,2,4,4,
165,3,3,3,3,
166,4,4,4,4,
167,2,1,2,2,
168,2,2,2,2,
169,3,4,3,3,
170,3,1,3,2,
171,3,4,4,4,
172,4,4,4,4,
173,4,2,5,4,
174,4,5,4,4,
175,6,7,6,6,
176,3,3,4,4,
177,3,4,4,3,
178,4,5,5,5,
179,3,2,3,3,
180,2,3,3,2,
181,3,4,3,3,
182,4,1,4,3,
183,4,4,4,5,
184,4,5,4,4,
185,5,4,7,6,
186,5,5,6,5,
187,6,7,7,6,
188,5,4,6,5,
189,4,5,5,4,
190,4,4,4,4,
191,3,3,4,3,
192,5,4,5,5,
193,5,6,6,6,
194,5,4,6,6,
195,5,6,5,5,
196,5,7,6,5,
197,5,4,5,5,
198,5,5,6,5,
199,5,5,5,6,
