step,mic0,mic1,mic2,mic3,
0,0,0,1,0,
1,0,0,0,0,
2,0,0,0,0,
3,0,0,0,0,
4,0,0,0,0,
5,0,0,0,0,
6,0,0,0,1,
7,0,0,0,0,
8,0,0,0,0,
9,0,0,1,0,
10,0,0,0,0,
11,0,0,0,0,
12,0,0,0,0,
13,0,0,0,0,
14,0,0,0,1,
15,0,0,0,0,
16,0,0,0,0,
17,0,0,0,0,
18,0,0,1,0,
19,0,0,0,0,
20,0,1,0,0,
21,0,0,0,0,
22,0,0,0,1,
23,0,0,0,0,
24,0,1,0,0,
25,0,0,0,0,
26,0,0,0,0,
27,0,0,1,0,
28,0,0,0,0,
29,0,0,0,0,
30,0,0,0,0,
31,0,0,0,0,
32,0,0,1,0,
33,0,0,0,0,
34,0,0,0,1,
35,1,1,1,1,
36,0,1,1,0,
37,0,0,0,0,
38,0,1,0,0,
39,0,0,0,1,
40,0,1,0,1,
41,0,0,0,0,
42,0,0,1,0,
43,0,0,1,0,
44,0,0,1,0,
45,107,93,81,97,
46,116,100,78,100,
47,116,102,77,104,
48,119,105,78,107,
49,120,102,75,107,
50,118,100,76,106,
51,115,99,74,106,
52,114,97,73,105,
53,113,97,75,103,
54,113,99,75,105,
55,114,99,75,105,
56,114,100,75,106,
57,113,99,76,106,
58,113,99,75,106,
59,114,99,76,106,
60,114,99,76,106,
61,113,98,75,106,
62,113,99,76,106,
63,114,99,76,106,
64,114,100,76,105,
65,114,100,76,106,
66,114,99,76,106,
67,114,100,77,106,
68,114,100,77,106,
69,114,101,77,106,
70,114,100,77,106,
71,114,100,76,106,
72,114,100,76,107,
73,114,101,77,107,
74,115,101,78,107,
75,114,101,77,107,
76,114,100,77,107,
77,114,100,76,106,
78,114,100,76,106,
79,114,100,77,106,
80,113,99,76,106,
81,113,100,76,106,
82,114,100,77,106,
83,114,100,76,106,
84,114,99,76,106,
85,114,100,77,106,
86,114,99,76,106,
87,113,100,76,106,
88,114,100,76,106,
89,113,100,76,106,
90,114,100,77,107,
91,113,99,76,106,
92,113,99,76,106,
93,114,100,76,106,
94,17,15,17,18,
95,11,10,5,12,
96,8,11,5,9,
97,6,9,5,5,
98,6,7,4,7,
99,6,6,4,6,
100,5,6,4,5,
101,4,4,4,4,
102,2,2,3,3,
103,2,2,3,4,
104,1,1,2,2,
105,1,1,2,2,
106,1,1,1,1,
107,1,1,1,1,
108,1,1,1,2,
109,2,1,1,2,
110,1,1,1,2,
111,1,1,1,1,
112,1,0,1,1,
113,1,2,1,1,
114,0,1,1,1,
115,0,0,0,0,
116,1,1,1,1,
117,1,0,0,0,
118,0,0,0,0,
119,0,0,1,0,
120,0,0,0,0,
121,0,0,0,0,
122,0,0,0,0,
123,0,0,0,0,
124,0,0,1,0,
125,0,0,0,0,
126,0,0,0,0,
127,0,0,1,0,
128,0,0,0,0,
129,0,0,0,0,
130,0,0,0,0,
131,0,0,0,1,
132,1,0,0,0,
133,1,0,0,0,
134,0,0,0,0,
135,0,0,0,0,
136,1,0,1,0,
137,0,0,1,0,
138,0,0,0,0,
139,0,0,0,0,
140,0,1,1,1,
141,0,0,0,0,
142,0,1,0,0,
143,0,1,1,1,
144,0,0,0,1,
145,0,1,1,0,
146,0,1,0,1,
147,0,0,0,1,
148,0,0,1,1,
149,0,0,0,0,
150,0,0,0,0,
151,0,0,0,0,
152,0,1,0,0,
153,0,0,0,0,
154,0,0,0,0,
155,0,0,0,0,
156,0,0,0,0,
157,0,0,0,0,
158,0,0,1,1,
159,0,0,0,0,
160,0,0,0,0,
161,0,0,0,0,
162,0,0,0,0,
163,0,0,0,0,
164,0,0,0,0,
165,0,0,0,0,
166,0,0,0,0,
167,0,1,0,0,
168,0,0,0,0,
169,0,0,0,0,
170,0,0,0,0,
171,0,0,0,0,
172,0,0,0,0,
173,0,0,0,0,
174,0,0,0,0,
175,0,0,0,0,
176,0,0,0,0,
177,0,0,0,0,
178,0,0,0,0,
179,0,0,1,0,
180,0,0,0,0,
181,0,0,0,1,
182,0,0,0,0,
183,0,0,0,0,
184,0,0,0,0,
185,0,0,0,1,
186,0,0,0,0,
187,0,0,0,0,
188,0,0,0,0,
189,0,0,0,0,
190,0,0,0,0,
191,0,0,1,0,
192,0,0,0,0,
193,0,0,0,0,
194,0,0,0,0,
195,0,0,0,0,
196,0,0,0,0,
197,0,0,0,0,
198,1,0,0,0,
199,0,0,0,0,
