step,mic0,mic1,mic2,mic3,
0,0,0,0,0,
1,0,0,0,0,
2,0,0,1,0,
3,1,0,0,0,
4,1,0,0,0,
5,1,1,1,1,
6,0,0,0,0,
7,1,0,0,1,
8,0,0,0,1,
9,0,0,0,0,
10,0,0,0,0,
11,0,0,0,0,
12,1,0,0,0,
13,0,0,0,0,
14,0,0,0,0,
15,0,0,0,0,
16,0,0,0,0,
17,0,0,0,0,
18,0,1,0,1,
19,0,0,0,0,
20,0,1,0,0,
21,0,1,0,0,
22,1,0,1,0,
23,1,0,1,0,
24,1,0,1,0,
25,0,0,0,0,
26,0,1,0,0,
27,0,0,0,0,
28,0,0,0,1,
29,0,1,0,0,
30,1,0,0,0,
31,0,0,0,0,
32,0,0,1,0,
33,0,0,0,0,
34,0,0,0,0,
35,0,0,0,0,
36,0,0,1,0,
37,0,0,0,0,
38,0,0,0,0,
39,0,0,0,0,
40,0,0,0,0,
41,0,0,0,0,
42,0,0,0,0,
43,0,0,1,1,
44,0,0,0,0,
45,0,1,1,1,
46,154,143,107,120,
47,146,132,98,114,
48,136,123,100,106,
49,138,121,102,111,
50,140,121,105,112,
51,143,120,109,111,
52,143,121,107,111,
53,147,124,107,113,
54,146,123,107,114,
55,147,123,107,114,
56,147,123,106,114,
57,147,123,107,114,
58,146,123,107,113,
59,145,124,107,113,
60,146,125,107,114,
61,146,124,107,113,
62,145,123,107,113,
63,146,124,106,114,
64,146,124,107,114,
65,146,124,106,113,
66,146,124,106,114,
67,146,125,107,114,
68,146,124,107,114,
69,146,124,106,114,
70,146,124,107,114,
71,146,124,107,114,
72,146,125,107,114,
73,146,124,108,114,
74,146,124,107,113,
75,145,124,108,114,
76,146,124,107,114,
77,146,124,107,114,
78,145,124,107,113,
79,146,124,107,114,
80,145,124,107,113,
81,147,124,107,114,
82,146,124,107,114,
83,146,124,107,114,
84,146,125,107,114,
85,146,125,107,115,
86,146,125,108,115,
87,147,125,108,115,
88,146,125,107,116,
89,146,125,108,115,
90,146,125,107,115,
91,145,125,108,114,
92,146,126,108,114,
93,145,125,108,114,
94,146,125,107,114,
95,146,125,107,114,
96,19,12,13,12,
97,15,5,13,15,
98,14,5,7,11,
99,9,7,9,5,
100,9,7,3,5,
101,4,6,6,4,
102,2,5,5,3,
103,2,3,5,2,
104,2,2,4,2,
105,1,1,2,1,
106,2,1,0,1,
107,2,1,1,1,
108,2,1,1,2,
109,0,1,1,0,
110,0,1,1,1,
111,0,1,1,0,
112,0,1,1,0,
113,1,1,1,1,
114,1,1,1,1,
115,1,1,0,0,
116,0,0,0,0,
117,0,0,0,1,
118,0,0,0,1,
119,0,0,0,0,
120,0,1,0,0,
121,0,0,0,1,
122,0,1,0,0,
123,0,0,0,1,
124,0,0,0,0,
125,0,0,0,0,
126,0,1,0,0,
127,0,1,0,0,
128,0,0,0,0,
129,0,0,0,0,
130,0,0,0,0,
131,0,0,0,0,
132,0,0,0,0,
133,0,0,0,0,
134,0,0,1,0,
135,0,0,0,0,
136,0,0,1,0,
137,0,0,0,0,
138,0,1,0,0,
139,0,0,0,1,
140,0,0,0,0,
141,1,0,0,0,
142,0,0,0,0,
143,0,0,0,0,
144,0,0,0,0,
145,0,1,0,0,
146,0,0,0,0,
147,0,1,0,0,
148,0,0,0,0,
149,0,0,0,0,
150,0,0,0,0,
151,0,0,0,0,
152,0,0,0,0,
153,1,0,0,0,
154,1,0,0,0,
155,0,0,0,0,
156,0,0,0,0,
157,0,0,0,0,
158,0,1,0,0,
159,0,0,0,0,
160,0,0,0,0,
161,0,0,1,0,
162,0,1,0,0,
163,0,0,0,0,
164,0,1,0,0,
165,0,0,0,0,
166,0,0,0,0,
167,0,0,1,0,
168,0,0,0,0,
169,1,0,0,0,
170,0,0,0,0,
171,0,0,0,1,
172,0,0,0,0,
173,0,0,0,0,
174,0,0,0,0,
175,1,0,0,0,
176,0,0,0,0,
177,0,0,0,0,
178,0,1,0,1,
179,0,0,0,0,
180,0,0,0,0,
181,0,0,1,0,
182,0,0,0,1,
183,0,0,0,1,
184,0,0,1,0,
185,0,0,0,0,
186,0,0,0,0,
187,0,1,0,0,
188,0,0,0,0,
189,0,0,0,1,
190,0,0,0,0,
191,0,0,1,0,
192,0,0,1,0,
193,1,1,0,0,
194,0,0,1,0,
195,0,0,0,0,
196,0,0,0,0,
197,0,0,0,1,
198,0,1,0,0,
199,0,0,0,0,
