step,mic0,mic1,mic2,mic3,
0,5,6,6,6,
1,9,6,9,9,
2,3,4,3,3,
3,8,9,8,8,
4,7,8,8,8,
5,4,5,4,3,
6,7,8,7,7,
7,7,4,7,7,
8,3,3,3,3,
9,7,8,7,7,
10,5,4,6,5,
11,3,4,3,3,
12,5,4,5,5,
13,4,2,5,4,
14,4,4,4,4,
15,4,5,4,4,
16,6,3,6,5,
17,6,7,6,5,
18,5,5,5,5,
19,6,2,6,6,
20,6,7,6,5,
21,4,3,4,4,
22,5,2,6,5,
23,6,6,6,6,
24,3,3,2,2,
25,4,1,4,5,
26,5,6,6,6,
27,6,7,6,6,
28,7,5,7,7,
29,8,9,7,7,
30,7,8,7,6,
31,6,4,6,6,
32,5,6,6,6,
33,3,4,3,3,
34,6,4,6,5,
35,5,3,5,6,
36,5,5,5,5,
37,6,2,7,6,
38,5,3,6,5,
39,5,7,6,6,
40,6,2,7,6,
41,5,5,5,5,
42,5,7,6,4,
43,230,338,201,175,
44,222,316,186,170,
45,223,316,180,163,
46,230,320,179,165,
47,230,316,179,165,
48,227,314,176,164,
49,228,314,178,167,
50,230,316,179,169,
51,228,316,178,166,
52,231,321,181,170,
53,232,320,181,170,
54,228,316,177,166,
55,228,314,177,166,
56,230,314,178,168,
57,230,316,178,167,
58,229,314,177,167,
59,231,317,182,170,
60,231,317,181,169,
61,228,317,178,167,
62,231,319,182,170,
63,229,316,179,168,
64,230,315,179,168,
65,230,318,179,168,
66,229,314,178,166,
67,229,315,179,167,
68,232,319,180,169,
69,230,315,178,166,
70,228,315,178,166,
71,231,319,181,170,
72,229,317,179,169,
73,231,316,179,170,
74,233,319,179,168,
75,230,316,181,169,
76,230,318,181,168,
77,232,320,182,170,
78,229,315,180,169,
79,228,317,179,169,
80,232,318,182,171,
81,230,315,180,170,
82,230,317,179,170,
83,235,320,185,174,
84,232,319,183,171,
85,230,318,180,169,
86,237,323,186,175,
87,231,317,179,169,
88,230,315,178,169,
89,234,319,183,171,
90,235,320,183,174,
91,232,317,182,171,
92,235,322,185,176,
93,27,26,20,20,
94,18,16,22,19,
95,11,14,12,13,
96,14,17,11,14,
97,10,14,9,10,
98,11,12,11,11,
99,9,10,10,8,
100,9,9,10,8,
101,9,8,10,9,
102,8,11,8,7,
103,11,13,11,11,
104,10,11,11,10,
105,9,11,11,10,
106,10,9,10,10,
107,8,10,10,8,
108,7,9,7,6,
109,8,8,7,8,
110,10,10,11,10,
111,8,10,10,9,
112,10,12,11,10,
113,11,8,11,11,
114,7,9,8,7,
115,8,7,9,8,
116,6,5,7,5,
117,4,4,4,4,
118,6,7,7,6,
119,6,4,6,6,
120,6,7,6,6,
121,6,5,6,6,
122,6,2,6,5,
123,6,7,6,6,
124,5,6,5,6,
125,6,1,6,6,
126,5,6,6,6,
127,6,5,6,6,
128,7,3,7,7,
129,7,9,8,7,
130,4,5,5,4,
131,5,4,5,5,
132,5,6,5,4,
133,4,5,4,5,
134,6,5,7,6,
135,6,7,7,6,
136,8,9,8,7,
137,9,8,9,9,
138,6,7,6,7,
139,12,14,14,11,
140,20,24,22,20,
141,21,27,27,21,
142,14,17,17,14,
143,12,16,15,12,
144,17,17,17,16,
145,20,20,20,19,
146,20,18,20,18,
147,17,22,22,16,
148,22,27,23,20,
149,18,19,20,18,
150,9,13,12,11,
151,14,16,16,14,
152,16,16,16,14,
153,12,8,12,11,
154,11,13,11,12,
155,13,14,14,14,
156,13,11,15,13,
157,16,17,16,17,
158,8,7,10,9,
159,10,10,11,9,
160,16,18,18,17,
161,11,6,11,11,
162,10,11,10,10,
163,7,9,8,7,
164,11,11,12,11,
165,11,12,12,12,
166,8,10,10,8,
167,12,8,12,12,
168,14,16,14,13,
169,9,11,10,9,
170,11,7,12,12,
171,8,8,9,8,
172,5,5,5,4,
173,10,6,11,10,
174,10,7,11,10,
175,12,14,13,12,
176,8,5,9,8,
177,8,7,9,8,
178,9,12,11,9,
179,7,3,7,7,
180,6,3,6,7,
181,8,9,9,8,
182,8,5,7,7,
183,9,6,9,9,
184,4,6,5,4,
185,7,4,7,6,
186,11,9,11,10,
187,6,6,6,6,
188,9,7,10,9,
189,9,10,9,8,
190,7,8,8,6,
191,8,6,9,8,
192,7,5,8,8,
193,4,5,5,4,
194,7,3,8,7,
195,9,4,10,9,
196,6,8,8,7,
197,8,3,8,8,
198,7,3,7,8,
199,5,7,6,5,
