step,mic0,mic1,mic2,mic3,
0,0,1,1,1,
1,0,0,0,0,
2,0,0,0,0,
3,0,1,1,1,
4,0,0,0,0,
5,1,1,1,1,
6,1,1,1,1,
7,2,2,2,2,
8,2,1,2,1,
9,2,2,2,1,
10,2,2,1,1,
11,2,2,2,2,
12,2,3,2,2,
13,2,2,1,2,
14,2,2,2,2,
15,1,2,2,2,
16,1,1,1,1,
17,2,3,2,2,
18,2,3,3,2,
19,2,2,2,2,
20,1,2,1,1,
21,1,1,1,1,
22,0,1,1,1,
23,1,1,2,1,
24,1,1,1,2,
25,1,1,1,1,
26,1,1,0,1,
27,1,1,1,1,
28,1,1,1,2,
29,1,1,1,0,
30,1,1,1,0,
31,1,0,1,0,
32,0,0,0,0,
33,0,0,1,0,
34,0,0,0,0,
35,0,0,0,0,
36,0,0,0,1,
37,1,0,1,0,
38,0,0,0,0,
39,0,0,0,0,
40,1,0,1,0,
41,0,0,0,0,
42,0,0,0,0,
43,0,0,0,0,
44,0,0,0,0,
45,77,107,81,71,
46,73,100,76,72,
47,69,102,67,62,
48,65,100,66,59,
49,66,102,68,59,
50,65,100,68,60,
51,63,100,68,58,
52,63,98,68,59,
53,62,98,69,60,
54,63,97,68,60,
55,62,97,67,59,
56,61,97,66,59,
57,61,96,66,58,
58,61,97,66,58,
59,60,96,66,58,
60,60,96,66,57,
61,59,96,65,57,
62,59,96,66,57,
63,60,96,66,58,
64,59,96,66,57,
65,59,95,65,57,
66,59,96,65,57,
67,60,96,66,57,
68,60,96,66,58,
69,60,96,66,58,
70,59,96,66,58,
71,59,95,67,58,
72,60,96,66,58,
73,59,95,65,57,
74,59,95,65,58,
75,59,95,65,57,
76,59,95,65,57,
77,59,95,65,57,
78,59,95,65,57,
79,59,95,65,57,
80,59,95,65,57,
81,58,94,65,57,
82,58,94,65,57,
83,58,94,65,57,
84,58,94,65,57,
85,58,94,65,56,
86,58,93,65,56,
87,58,94,65,57,
88,59,95,65,57,
89,59,94,65,57,
90,58,94,65,57,
91,59,94,65,57,
92,58,94,65,56,
93,58,94,65,57,
94,60,95,66,59,
95,59,94,66,58,
96,25,28,17,19,
97,12,15,6,8,
98,9,10,3,6,
99,8,11,4,3,
100,7,8,4,4,
101,6,7,5,4,
102,5,7,4,3,
103,5,6,4,4,
104,4,5,3,3,
105,4,5,4,3,
106,4,4,3,3,
107,4,4,3,4,
108,4,5,3,3,
109,4,4,4,4,
110,3,3,2,2,
111,3,3,3,3,
112,2,2,3,2,
113,2,2,2,2,
114,2,2,2,2,
115,1,2,2,2,
116,2,3,2,2,
117,2,3,2,2,
118,1,1,2,1,
119,1,1,1,1,
120,1,1,2,1,
121,1,1,1,2,
122,1,1,1,1,
123,1,2,2,2,
124,1,1,2,1,
125,3,2,3,2,
126,2,3,3,2,
127,3,3,3,3,
128,3,3,3,3,
129,2,3,2,2,
130,2,2,2,2,
131,2,2,2,2,
132,1,1,1,1,
133,2,2,2,2,
134,2,2,1,1,
135,1,2,1,1,
136,1,1,1,1,
137,1,1,1,1,
138,1,1,1,0,
139,1,1,1,1,
140,1,1,0,1,
141,0,0,0,0,
142,1,1,1,0,
143,0,0,0,0,
144,1,1,1,1,
145,0,1,1,1,
146,0,1,0,0,
147,1,1,1,1,
148,0,0,1,0,
149,0,0,0,0,
150,0,0,1,0,
151,1,1,1,1,
152,2,2,2,2,
153,2,2,2,2,
154,3,3,3,2,
155,3,4,3,4,
156,4,5,4,4,
157,2,2,2,2,
158,2,3,2,2,
159,2,2,1,2,
160,1,1,1,1,
161,2,1,1,1,
162,2,2,2,2,
163,3,2,3,2,
164,3,3,3,3,
165,2,2,2,2,
166,3,3,3,3,
167,2,3,2,2,
168,3,3,3,2,
169,3,3,3,3,
170,3,2,3,2,
171,2,3,3,2,
172,3,3,2,2,
173,2,3,2,2,
174,2,2,2,2,
175,1,2,1,1,
176,1,1,1,2,
177,1,1,1,1,
178,1,1,1,1,
179,0,1,1,1,
180,0,1,1,1,
181,1,1,1,1,
182,1,1,1,1,
183,1,1,1,1,
184,0,0,0,0,
185,0,0,0,1,
186,0,0,0,0,
187,0,0,0,0,
188,1,2,1,1,
189,1,1,1,1,
190,1,2,2,1,
191,2,2,2,2,
192,0,1,1,0,
193,1,2,1,1,
194,1,1,1,1,
195,1,1,1,0,
196,0,0,1,0,
197,0,0,1,0,
198,1,1,1,0,
199,1,0,1,1,
