step,mic0,mic1,mic2,mic3,
0,1,1,1,1,
1,0,0,1,0,
2,1,1,1,1,
3,0,1,1,1,
4,0,1,1,1,
5,0,1,1,1,
6,0,1,1,1,
7,0,0,0,0,
8,1,0,1,0,
9,1,1,1,0,
10,0,0,0,1,
11,1,1,1,1,
12,0,0,0,0,
13,1,1,1,0,
14,1,1,1,1,
15,0,0,0,1,
16,1,1,1,1,
17,0,1,1,0,
18,0,1,0,0,
19,0,1,0,0,
20,0,0,0,0,
21,1,0,0,0,
22,0,1,0,0,
23,0,0,0,0,
24,0,1,1,1,
25,1,1,0,0,
26,0,0,1,0,
27,1,1,1,1,
28,0,1,0,0,
29,1,1,1,0,
30,1,1,1,1,
31,0,0,1,0,
32,0,1,1,0,
33,0,0,0,0,
34,0,0,1,0,
35,0,0,0,0,
36,0,1,1,0,
37,0,0,0,0,
38,0,0,0,1,
39,0,1,0,0,
40,0,0,0,0,
41,0,0,1,0,
42,0,1,0,0,
43,0,1,0,1,
44,0,0,0,0,
45,0,1,0,0,
46,94,93,82,81,
47,98,96,80,87,
48,94,91,77,86,
49,96,93,76,89,
50,97,95,78,88,
51,98,93,78,87,
52,97,92,78,85,
53,97,91,78,85,
54,96,91,78,85,
55,95,91,78,84,
56,96,92,79,86,
57,95,92,79,86,
58,96,92,78,85,
59,96,92,77,85,
60,96,91,77,85,
61,96,92,78,85,
62,96,91,77,85,
63,95,92,78,85,
64,95,91,77,84,
65,97,92,78,86,
66,96,92,79,86,
67,96,92,79,85,
68,96,92,78,85,
69,95,92,77,85,
70,96,92,78,86,
71,95,92,78,85,
72,95,92,78,85,
73,95,91,77,84,
74,95,91,78,85,
75,95,92,77,85,
76,96,92,78,85,
77,95,92,77,85,
78,95,92,78,85,
79,95,91,78,85,
80,95,92,77,85,
81,95,92,78,85,
82,95,92,78,84,
83,95,92,78,85,
84,95,92,77,85,
85,95,91,78,84,
86,96,92,79,85,
87,95,92,78,85,
88,95,92,78,84,
89,95,91,78,84,
90,95,91,78,85,
91,95,91,78,84,
92,94,91,77,84,
93,94,92,77,85,
94,94,91,78,85,
95,95,91,78,84,
96,8,6,6,8,
97,5,6,8,7,
98,5,3,7,5,
99,4,4,6,4,
100,4,5,5,3,
101,4,5,4,4,
102,6,5,2,4,
103,3,2,1,2,
104,1,1,2,1,
105,1,3,3,2,
106,1,1,1,1,
107,1,1,1,2,
108,1,1,1,1,
109,1,1,1,2,
110,2,1,1,1,
111,1,1,0,1,
112,1,0,0,1,
113,1,1,1,1,
114,1,1,1,1,
115,1,0,0,1,
116,1,1,1,1,
117,0,1,1,1,
118,1,1,1,0,
119,1,1,1,1,
120,0,1,1,0,
121,2,2,2,2,
122,1,1,1,1,
123,1,1,1,1,
124,1,1,1,1,
125,0,1,1,1,
126,1,1,1,0,
127,1,1,1,1,
128,1,1,0,1,
129,0,1,0,1,
130,1,1,1,1,
131,1,1,1,1,
132,0,1,0,1,
133,1,1,0,0,
134,0,0,0,0,
135,0,0,0,0,
136,0,0,1,0,
137,0,1,1,0,
138,1,1,0,1,
139,0,1,0,0,
140,0,0,0,0,
141,0,0,0,0,
142,0,0,0,0,
143,0,1,0,0,
144,1,1,1,1,
145,0,0,0,0,
146,1,0,1,1,
147,1,1,1,0,
148,0,1,1,0,
149,0,1,1,0,
150,0,1,1,1,
151,1,0,0,1,
152,1,1,0,1,
153,0,1,0,1,
154,1,1,1,1,
155,0,1,0,1,
156,0,1,0,0,
157,0,0,1,0,
158,1,1,0,0,
159,0,0,0,0,
160,1,0,0,0,
161,0,1,1,1,
162,0,1,0,0,
163,0,1,0,0,
164,1,1,1,1,
165,0,0,0,0,
166,0,0,0,0,
167,0,1,1,0,
168,2,1,1,1,
169,1,1,1,1,
170,1,1,1,1,
171,1,1,1,1,
172,1,1,1,1,
173,1,1,1,1,
174,1,1,1,1,
175,1,1,0,0,
176,0,1,1,1,
177,1,1,1,0,
178,1,1,0,1,
179,0,1,1,1,
180,0,1,1,0,
181,0,1,0,0,
182,0,0,0,0,
183,0,0,0,0,
184,0,1,0,0,
185,0,1,1,0,
186,0,0,1,0,
187,0,0,0,0,
188,0,1,1,0,
189,1,0,1,0,
190,0,1,0,1,
191,1,1,1,1,
192,1,0,0,1,
193,0,1,1,1,
194,0,1,1,0,
195,1,0,0,1,
196,0,0,0,0,
197,1,0,0,1,
198,1,1,1,0,
199,1,0,0,1,
