step,mic0,mic1,mic2,mic3,
0,2,3,2,2,
1,4,5,4,4,
2,2,2,2,2,
3,2,2,2,3,
4,1,1,1,1,
5,3,3,2,2,
6,3,3,2,2,
7,2,2,2,2,
8,2,4,3,3,
9,3,4,4,3,
10,3,3,4,4,
11,5,5,5,5,
12,6,6,4,6,
13,7,7,6,5,
14,8,10,9,8,
15,11,12,10,10,
16,10,12,10,9,
17,9,9,7,7,
18,5,5,5,5,
19,5,6,5,5,
20,2,3,2,2,
21,3,4,3,3,
22,2,3,3,2,
23,2,3,2,3,
24,3,3,3,3,
25,2,2,2,2,
26,2,3,3,2,
27,1,1,1,1,
28,3,3,3,2,
29,3,4,3,4,
30,3,4,4,3,
31,4,3,3,3,
32,5,5,5,4,
33,4,4,4,3,
34,3,4,3,3,
35,2,2,2,2,
36,3,4,3,3,
37,4,4,4,4,
38,5,5,5,5,
39,6,6,6,6,
40,6,6,7,6,
41,6,6,6,6,
42,7,7,8,8,
43,6,7,7,7,
44,4,4,5,5,
45,6,6,5,6,
46,6,6,6,6,
47,108,135,163,120,
48,98,130,156,111,
49,87,117,141,100,
50,89,120,142,102,
51,95,120,143,106,
52,92,120,146,107,
53,87,117,146,105,
54,88,117,146,105,
55,90,119,146,106,
56,87,115,143,102,
57,84,115,144,102,
58,85,115,144,102,
59,86,116,145,103,
60,85,115,144,102,
61,84,115,144,102,
62,85,115,145,104,
63,85,114,145,103,
64,85,115,145,102,
65,86,115,146,104,
66,85,114,145,103,
67,87,118,148,106,
68,85,115,146,103,
69,87,115,147,104,
70,87,116,146,104,
71,86,116,146,104,
72,88,118,147,106,
73,87,117,146,105,
74,85,115,146,104,
75,87,117,146,105,
76,88,118,147,106,
77,89,118,148,106,
78,88,117,148,106,
79,87,116,147,104,
80,86,114,144,104,
81,87,117,146,105,
82,86,116,145,104,
83,87,116,146,104,
84,86,115,144,103,
85,87,116,146,105,
86,86,115,145,103,
87,86,116,145,103,
88,84,115,144,102,
89,85,114,144,103,
90,84,113,144,101,
91,85,114,145,104,
92,85,113,144,102,
93,85,114,145,102,
94,84,113,144,101,
95,84,113,143,101,
96,84,113,144,101,
97,84,114,145,102,
98,15,18,14,9,
99,5,10,6,7,
100,5,7,5,5,
101,6,5,8,6,
102,7,6,4,4,
103,4,4,3,2,
104,4,4,3,4,
105,4,5,5,5,
106,2,2,3,3,
107,2,3,2,3,
108,3,3,3,3,
109,4,4,4,4,
110,7,8,8,6,
111,5,5,5,5,
112,3,4,3,3,
113,4,4,4,4,
114,4,4,4,3,
115,1,1,1,1,
116,2,3,3,3,
117,3,3,3,3,
118,2,3,3,2,
119,3,3,3,3,
120,3,3,2,3,
121,2,3,3,3,
122,2,3,3,3,
123,2,2,2,2,
124,2,3,2,2,
125,2,3,2,2,
126,2,2,2,1,
127,2,3,2,2,
128,1,2,2,2,
129,3,3,3,3,
130,8,8,10,10,
131,6,7,7,6,
132,4,4,3,3,
133,4,5,5,5,
134,4,4,4,4,
135,6,5,5,6,
136,3,3,3,3,
137,4,4,3,4,
138,3,3,3,2,
139,4,5,4,4,
140,3,3,2,2,
141,4,5,4,4,
142,3,4,4,3,
143,5,6,7,6,
144,6,6,6,6,
145,6,7,7,6,
146,4,4,6,4,
147,4,4,5,5,
148,4,6,6,5,
149,5,6,4,4,
150,5,7,6,6,
151,8,9,9,7,
152,4,5,5,4,
153,4,4,5,5,
154,3,5,4,4,
155,4,5,4,4,
156,5,6,5,5,
157,2,3,2,2,
158,3,4,4,4,
159,3,2,2,3,
160,3,3,3,2,
161,3,3,4,3,
162,2,3,3,2,
163,5,5,4,5,
164,4,4,4,5,
165,4,5,4,4,
166,3,3,2,2,
167,2,3,3,2,
168,4,4,4,3,
169,3,3,3,2,
170,5,5,5,5,
171,3,4,4,3,
172,5,5,5,5,
173,3,3,3,2,
174,3,3,3,3,
175,1,2,2,1,
176,3,4,4,3,
177,2,3,3,2,
178,5,6,5,5,
179,4,5,4,3,
180,3,4,4,3,
181,4,4,4,4,
182,3,3,3,3,
183,2,2,2,2,
184,2,3,2,2,
185,13,16,14,11,
186,20,20,20,19,
187,19,16,17,19,
188,20,19,21,19,
189,24,31,29,28,
190,12,14,10,11,
191,7,7,7,7,
192,9,10,9,9,
193,8,8,8,10,
194,8,9,9,8,
195,5,7,5,5,
196,4,5,5,4,
197,5,6,4,5,
198,3,3,3,3,
199,2,3,3,3,
